year,day,team1,team2,score1,score2,target
3000,185,22,187,297,352,False
3000,185,269,192,263,363,False
3000,185,193,299,344,332,True
3000,185,201,199,328,247,True
3000,185,324,208,255,259,False
3000,185,209,139,247,216,True
3000,185,204,228,429,445,False
3000,185,230,323,379,313,True
3000,185,322,247,282,294,False
3000,185,256,231,356,294,True
3000,185,98,259,228,232,False
3000,185,271,285,259,220,True
3000,185,298,84,367,352,True
3000,185,302,182,301,224,True
3000,185,49,306,297,325,False
3000,185,311,190,313,309,True
3000,185,310,318,205,220,False
3000,185,342,334,356,363,False
3000,185,341,340,294,305,False
3000,185,352,94,297,239,True
3000,185,353,196,282,270,True
3000,185,364,360,301,340,False
3000,187,19,150,367,336,True
3000,187,66,33,251,305,False
3000,187,50,72,236,286,False
3000,187,82,94,317,274,True
3000,187,90,54,317,270,True
3000,187,103,253,247,232,True
3000,187,226,128,263,309,False
3000,187,343,143,263,274,False
3000,187,161,146,367,383,False
3000,187,166,339,212,185,True
3000,187,171,48,348,290,True
3000,187,299,269,321,344,False
3000,187,169,286,309,313,False
3000,187,293,244,305,286,True
3000,187,24,300,352,437,False
3000,187,309,220,267,243,True
3000,187,337,63,247,243,True
3000,189,10,141,325,301,True
3000,189,4,16,313,394,False
3000,189,20,276,340,270,True
3000,189,304,22,309,359,False
3000,189,23,305,274,263,True
3000,189,30,174,305,243,True
3000,189,32,344,309,251,True
3000,189,364,38,232,247,False
3000,189,210,45,286,379,False
3000,189,287,53,282,301,False
3000,189,338,81,208,325,False
3000,189,85,175,282,251,True
3000,189,160,91,220,274,False
3000,189,108,96,305,352,False
3000,189,201,99,270,290,False
3000,189,59,100,267,278,False
3000,189,238,107,251,259,False
3000,189,239,111,243,352,False
3000,189,121,148,383,348,True
3000,189,125,70,278,181,True
3000,189,145,3,239,205,True
3000,189,147,78,309,259,True
3000,189,151,357,313,278,True
3000,189,93,164,255,332,False
3000,189,168,348,313,224,True
3000,189,134,176,294,344,False
3000,189,178,236,363,255,True
3000,189,181,135,305,278,True
3000,189,202,182,305,348,False
3000,189,165,184,243,251,False
3000,189,198,37,363,321,True
3000,189,41,225,185,325,False
3000,189,142,229,228,243,False
3000,189,245,358,259,247,True
3000,189,295,249,251,325,False
3000,189,250,106,356,236,True
3000,189,256,183,305,216,True
3000,189,272,231,290,255,True
3000,189,291,278,224,317,False
3000,189,172,279,259,294,False
3000,189,265,288,251,309,False
3000,189,296,282,251,216,True
3000,189,297,179,278,267,True
3000,189,301,122,359,336,True
3000,189,303,274,301,294,True
3000,189,312,308,232,255,False
3000,189,180,335,259,325,False
3000,189,347,92,270,208,True
3000,189,362,39,359,282,True
3000,191,11,102,356,294,True
3000,191,325,12,236,363,False
3000,191,149,17,236,259,False
3000,191,40,2,363,317,True
3000,191,290,43,239,309,False
3000,191,247,44,216,282,False
3000,191,173,47,282,344,False
3000,191,50,157,247,239,True
3000,191,52,48,437,340,True
3000,191,55,214,297,267,True
3000,191,58,268,352,301,True
3000,191,254,64,286,340,False
3000,191,324,68,290,325,False
3000,191,73,77,297,387,False
3000,191,132,79,239,243,False
3000,191,90,340,375,267,True
3000,191,328,101,332,367,False
3000,191,259,109,212,270,False
3000,191,118,331,402,398,True
3000,191,120,248,297,267,True
3000,191,127,196,352,255,True
3000,191,129,355,301,181,True
3000,191,163,116,286,282,True
3000,191,171,124,247,216,True
3000,191,177,221,232,212,True
3000,191,185,219,379,328,True
3000,191,186,351,328,313,True
3000,191,298,187,328,367,False
3000,191,205,264,282,259,True
3000,191,336,206,270,325,False
3000,191,261,207,236,251,False
3000,191,208,314,348,232,True
3000,191,209,156,294,236,True
3000,191,217,222,352,348,True
3000,191,223,166,263,224,True
3000,191,232,349,332,274,True
3000,191,252,283,328,270,True
3000,191,133,273,259,387,False
3000,191,154,284,216,332,False
3000,191,192,299,267,282,False
3000,191,302,170,301,212,True
3000,191,320,306,305,332,False
3000,191,310,275,255,220,True
3000,191,317,13,294,270,True
3000,191,326,319,352,356,False
3000,191,322,321,267,170,True
3000,191,327,211,328,309,True
3000,191,153,329,294,309,False
3000,191,339,333,290,228,True
3000,191,14,343,239,255,False
3000,191,350,233,390,247,True
3000,192,29,126,297,236,True
3000,192,65,35,216,224,False
3000,192,218,74,328,344,False
3000,192,31,80,243,282,False
3000,192,352,82,247,263,False
3000,192,92,184,305,270,True
3000,192,103,282,321,282,True
3000,192,164,169,208,263,False
3000,192,235,71,297,259,True
3000,192,262,237,239,325,False
3000,192,243,117,243,201,True
3000,192,158,260,317,344,False
3000,192,62,363,197,282,False
3000,194,2,328,352,344,True
3000,194,4,297,325,270,True
3000,194,112,6,294,468,False
3000,194,10,356,251,220,True
3000,194,72,11,309,321,False
3000,194,12,317,379,286,True
3000,194,149,14,301,313,False
3000,194,179,16,282,348,False
3000,194,20,180,294,251,True
3000,194,299,22,286,309,False
3000,194,145,23,220,297,False
3000,194,75,26,263,274,False
3000,194,293,30,321,344,False
3000,194,355,33,236,270,False
3000,194,62,35,201,236,False
3000,194,150,37,340,379,False
3000,194,91,39,290,297,False
3000,194,41,3,270,247,True
3000,194,45,289,321,267,True
3000,194,56,342,328,263,True
3000,194,47,58,286,387,False
3000,194,59,19,363,321,True
3000,194,244,63,282,313,False
3000,194,70,69,208,348,False
3000,194,362,78,317,332,False
3000,194,93,133,363,352,True
3000,194,96,276,340,247,True
3000,194,55,99,274,305,False
3000,194,148,100,263,282,False
3000,194,40,101,263,282,False
3000,194,104,340,243,236,True
3000,194,285,107,236,286,False
3000,194,108,161,387,325,True
3000,194,109,98,263,228,True
3000,194,110,348,274,267,True
3000,194,239,111,274,290,False
3000,194,118,207,321,259,True
3000,194,122,24,336,317,True
3000,194,199,124,263,297,False
3000,194,86,125,247,317,False
3000,194,127,360,332,270,True
3000,194,129,66,259,208,True
3000,194,245,131,309,317,False
3000,194,220,132,282,317,False
3000,194,134,128,321,267,True
3000,194,60,135,301,313,False
3000,194,139,318,270,263,True
3000,194,141,87,305,286,True
3000,194,228,143,294,344,False
3000,194,335,146,267,297,False
3000,194,160,147,243,297,False
3000,194,49,151,313,348,False
3000,194,205,153,247,270,False
3000,194,163,336,491,332,True
3000,194,347,165,259,278,False
3000,194,167,54,328,247,True
3000,194,159,168,274,363,False
3000,194,327,170,294,301,False
3000,194,171,97,236,220,True
3000,194,176,178,278,251,True
3000,194,182,281,297,263,True
3000,194,187,304,390,379,True
3000,194,190,138,317,301,True
3000,194,269,193,367,371,False
3000,194,196,364,325,220,True
3000,194,198,121,383,352,True
3000,194,202,48,328,208,True
3000,194,116,206,224,247,False
3000,194,208,68,328,263,True
3000,194,209,310,286,247,True
3000,194,210,273,317,301,True
3000,194,338,214,216,267,False
3000,194,219,186,332,278,True
3000,194,221,358,290,274,True
3000,194,222,326,476,390,True
3000,194,32,225,270,325,False
3000,194,236,226,220,232,False
3000,194,229,204,379,309,True
3000,194,106,230,278,387,False
3000,194,350,232,336,379,False
3000,194,234,263,301,239,True
3000,194,117,235,251,255,False
3000,194,260,237,220,294,False
3000,194,243,71,208,193,True
3000,194,247,57,309,247,True
3000,194,250,323,255,243,True
3000,194,191,251,224,305,False
3000,194,252,154,352,239,True
3000,194,286,253,278,294,False
3000,194,256,79,282,274,True
3000,194,331,261,328,387,False
3000,194,158,262,398,417,False
3000,194,264,329,243,232,True
3000,194,268,173,301,216,True
3000,194,271,174,328,243,True
3000,194,272,258,247,216,True
3000,194,295,274,247,251,False
3000,194,275,156,321,205,True
3000,194,241,280,352,580,False
3000,194,284,283,344,286,True
3000,194,312,287,278,282,False
3000,194,211,302,239,278,False
3000,194,300,303,483,495,False
3000,194,305,175,305,286,True
3000,194,44,306,278,336,False
3000,194,279,308,305,325,False
3000,194,183,309,255,274,False
3000,194,311,8,363,239,True
3000,194,291,316,297,317,False
3000,194,217,319,282,313,False
3000,194,321,357,328,278,True
3000,194,320,322,243,309,False
3000,194,314,324,247,309,False
3000,194,325,13,263,216,True
3000,194,334,353,243,216,True
3000,194,337,238,359,340,True
3000,194,278,339,154,251,False
3000,194,51,341,239,332,False
3000,194,17,343,197,282,False
3000,194,344,85,375,301,True
3000,194,349,233,239,189,True
3000,194,185,351,290,325,False
3000,194,83,354,228,270,False
3000,194,361,61,286,278,True
3000,194,363,65,321,255,True
3000,196,74,31,236,286,False
3000,196,43,53,344,309,True
3000,196,77,223,282,243,True
3000,196,80,218,274,247,True
3000,196,201,81,224,328,False
3000,196,94,109,301,294,True
3000,196,166,73,325,239,True
3000,196,169,352,286,259,True
3000,196,181,142,313,286,True
3000,196,265,288,251,259,False
3000,196,296,157,263,205,True
3000,196,249,301,236,290,False
3000,198,190,6,267,321,False
3000,198,171,26,255,317,False
3000,198,52,38,309,340,False
3000,198,173,39,251,313,False
3000,198,44,320,321,278,True
3000,198,45,273,383,348,True
3000,198,54,340,309,220,True
3000,198,56,196,313,309,True
3000,198,151,57,313,325,False
3000,198,59,148,325,243,True
3000,198,90,72,313,317,False
3000,198,97,75,336,356,False
3000,198,304,84,290,375,False
3000,198,96,99,278,236,True
3000,198,103,248,270,236,True
3000,198,283,120,344,371,False
3000,198,129,132,270,212,True
3000,198,138,112,325,313,True
3000,198,156,139,263,286,False
3000,198,172,153,224,309,False
3000,198,159,100,290,259,True
3000,198,167,104,301,290,True
3000,198,183,33,290,174,True
3000,198,210,289,294,286,True
3000,198,60,229,216,282,False
3000,198,241,8,332,321,True
3000,198,285,244,259,290,False
3000,198,49,247,301,321,False
3000,198,282,253,321,352,False
3000,198,254,124,317,290,True
3000,198,268,47,305,301,True
3000,198,275,14,290,259,True
3000,198,37,284,278,297,False
3000,198,298,299,363,328,True
3000,198,300,149,406,290,True
3000,198,306,322,290,286,True
3000,198,310,307,387,348,True
3000,198,311,280,390,325,True
3000,198,316,98,305,290,True
3000,198,83,334,212,270,False
3000,198,364,342,251,267,False
3000,198,353,127,309,255,True
3000,198,354,360,336,344,False
3000,200,108,16,251,286,False
3000,200,19,120,336,294,True
3000,200,279,20,282,344,False
3000,200,192,22,251,336,False
3000,200,30,238,309,297,True
3000,200,174,63,189,286,False
3000,200,182,143,224,274,False
3000,200,158,70,282,274,True
3000,200,169,286,383,282,True
3000,200,128,176,270,305,False
3000,200,206,121,371,325,True
3000,200,92,251,313,344,False
3000,200,296,82,251,236,True
3000,200,107,337,247,270,False
3000,200,110,338,278,282,False
3000,200,348,55,309,267,True
3000,201,298,4,239,255,False
3000,201,230,10,297,313,False
3000,201,3,23,224,286,False
3000,201,26,316,348,328,True
3000,201,32,41,305,247,True
3000,201,160,33,212,301,False
3000,201,51,102,301,263,True
3000,201,59,48,278,216,True
3000,201,64,199,255,197,True
3000,201,81,99,325,278,True
3000,201,87,250,313,297,True
3000,201,90,341,290,282,True
3000,201,356,106,301,328,False
3000,201,135,228,367,317,True
3000,201,175,145,263,270,False
3000,201,146,297,297,282,True
3000,201,150,148,313,286,True
3000,201,161,157,247,317,False
3000,201,159,164,274,325,False
3000,201,73,166,224,243,False
3000,201,178,177,263,328,False
3000,201,179,335,297,278,True
3000,201,276,180,278,282,False
3000,201,269,181,236,321,False
3000,201,168,201,274,305,False
3000,201,142,204,336,371,False
3000,201,214,223,309,274,True
3000,201,225,85,356,317,True
3000,201,236,134,344,309,True
3000,201,245,226,367,328,True
3000,201,249,24,359,352,True
3000,201,256,220,375,363,True
3000,201,112,268,290,340,False
3000,201,53,287,259,270,False
3000,201,293,271,352,267,True
3000,201,301,295,332,232,True
3000,201,231,303,278,286,False
3000,201,305,344,305,282,True
3000,201,309,355,344,197,True
3000,201,17,310,232,251,False
3000,201,209,318,267,282,False
3000,201,141,323,321,387,False
3000,201,333,362,305,294,True
3000,203,233,12,267,371,False
3000,203,317,43,340,356,False
3000,203,49,57,340,336,True
3000,203,56,364,297,278,True
3000,203,98,58,228,247,False
3000,203,261,61,321,379,False
3000,203,68,314,390,367,True
3000,203,75,124,352,328,True
3000,203,282,82,294,375,False
3000,203,103,50,197,185,True
3000,203,111,262,359,344,True
3000,203,116,31,332,267,True
3000,203,361,118,363,367,False
3000,203,122,274,344,309,True
3000,203,125,219,305,282,True
3000,203,334,127,274,356,False
3000,203,129,79,278,255,True
3000,203,221,131,286,313,False
3000,203,153,208,325,321,True
3000,203,296,169,193,197,False
3000,203,258,170,255,286,False
3000,203,172,14,328,255,True
3000,203,259,173,247,297,False
3000,203,183,66,274,147,True
3000,203,184,252,309,278,True
3000,203,165,191,352,441,False
3000,203,52,202,356,429,False
3000,203,2,207,274,348,False
3000,203,211,272,387,294,True
3000,203,327,217,294,309,False
3000,203,13,232,309,336,False
3000,203,205,234,267,332,False
3000,203,239,260,363,344,True
3000,203,352,248,394,406,False
3000,203,253,121,344,251,True
3000,203,281,69,263,236,True
3000,203,325,290,212,255,False
3000,203,326,302,255,363,False
3000,203,306,357,317,263,True
3000,203,308,278,278,232,True
3000,203,280,312,236,321,False
3000,203,321,320,236,282,False
3000,203,44,322,224,274,False
3000,203,264,324,243,247,False
3000,203,329,263,259,247,True
3000,203,101,331,270,278,False
3000,203,336,218,325,294,True
3000,203,342,196,270,263,True
3000,203,343,149,328,321,True
3000,203,347,284,325,282,True
3000,203,86,351,232,336,False
3000,203,354,353,224,212,True
3000,203,360,83,297,263,True
3000,205,29,185,255,232,True
3000,205,93,45,282,294,False
3000,205,71,65,278,267,True
3000,205,206,80,239,313,False
3000,205,62,117,263,270,False
3000,205,186,126,263,356,False
3000,205,133,210,286,251,True
3000,205,74,163,317,321,False
3000,205,363,235,243,336,False
3000,205,237,288,340,251,True
3000,205,243,35,286,197,True
3000,205,265,158,379,224,True
3000,205,318,156,352,197,True
3000,207,331,2,263,270,False
3000,207,4,179,321,239,True
3000,207,232,12,274,290,False
3000,207,13,233,309,232,True
3000,207,16,20,352,313,True
3000,207,148,19,220,305,False
3000,207,97,26,332,348,False
3000,207,186,29,267,363,False
3000,207,32,3,286,232,True
3000,207,33,220,263,208,True
3000,207,39,147,336,263,True
3000,207,40,328,282,270,True
3000,207,44,57,286,263,True
3000,207,75,48,313,328,False
3000,207,322,49,348,375,False
3000,207,54,51,251,321,False
3000,207,120,52,263,267,False
3000,207,73,53,208,359,False
3000,207,55,168,282,259,True
3000,207,109,58,274,294,False
3000,207,150,59,317,340,False
3000,207,118,61,286,313,False
3000,207,63,238,301,255,True
3000,207,171,64,270,309,False
3000,207,117,65,232,239,False
3000,207,71,62,247,201,True
3000,207,72,167,336,263,True
3000,207,160,78,247,278,False
3000,207,342,83,270,297,False
3000,207,41,85,232,301,False
3000,207,90,11,390,332,True
3000,207,92,191,278,255,True
3000,207,98,173,348,274,True
3000,207,102,340,259,247,True
3000,207,104,341,336,301,True
3000,207,106,10,379,321,True
3000,207,107,30,301,263,True
3000,207,201,110,267,313,False
3000,207,116,218,294,236,True
3000,207,121,37,328,294,True
3000,207,126,185,352,297,True
3000,207,127,364,325,317,True
3000,207,358,128,251,294,False
3000,207,138,6,332,286,True
3000,207,141,250,309,301,True
3000,207,60,142,239,410,False
3000,207,310,149,259,297,False
3000,207,151,247,290,282,True
3000,207,283,154,297,344,False
3000,207,157,223,328,317,True
3000,207,251,165,228,243,False
3000,207,272,170,216,243,False
3000,207,175,23,297,247,True
3000,207,226,177,232,290,False
3000,207,180,161,332,255,True
3000,207,228,181,321,383,False
3000,207,79,183,201,239,False
3000,207,184,284,294,278,True
3000,207,188,254,309,305,True
3000,207,190,112,282,236,True
3000,207,192,187,286,251,True
3000,207,22,193,328,367,False
3000,207,354,196,201,297,False
3000,207,100,198,162,282,False
3000,207,204,143,332,297,True
3000,207,207,101,317,259,True
3000,207,258,211,259,305,False
3000,207,99,214,290,301,False
3000,207,219,86,313,278,True
3000,207,134,221,286,309,False
3000,207,225,305,317,305,True
3000,207,135,229,313,321,False
3000,207,356,230,270,363,False
3000,207,235,35,270,166,True
3000,207,265,237,201,251,False
3000,207,363,243,189,270,False
3000,207,244,174,340,232,True
3000,207,236,245,255,274,False
3000,207,260,111,317,282,True
3000,207,239,262,371,402,False
3000,207,205,263,321,371,False
3000,207,271,337,270,228,True
3000,207,275,139,297,255,True
3000,207,276,297,278,247,True
3000,207,278,279,259,263,False
3000,207,8,280,383,402,False
3000,207,281,70,313,243,True
3000,207,248,282,274,282,False
3000,207,82,286,263,317,False
3000,207,287,172,274,251,True
3000,207,158,288,263,328,False
3000,207,47,291,259,297,False
3000,207,295,231,344,325,True
3000,207,84,299,290,356,False
3000,207,122,300,270,340,False
3000,207,217,302,321,332,False
3000,207,303,249,294,239,True
3000,207,269,304,336,394,False
3000,207,321,306,270,286,False
3000,207,333,308,290,348,False
3000,207,66,309,239,278,False
3000,207,241,311,317,452,False
3000,207,69,312,166,309,False
3000,207,314,208,367,336,True
3000,207,268,316,278,325,False
3000,207,290,317,340,398,False
3000,207,319,222,340,309,True
3000,207,323,87,328,294,True
3000,207,153,324,270,286,False
3000,207,325,43,332,301,True
3000,207,326,327,352,367,False
3000,207,329,234,325,305,True
3000,207,334,56,321,294,True
3000,207,335,96,317,301,True
3000,207,336,31,317,251,True
3000,207,50,339,212,243,False
3000,207,343,209,236,201,True
3000,207,145,344,251,267,False
3000,207,252,347,197,212,False
3000,207,338,348,174,243,False
3000,207,349,350,197,290,False
3000,207,125,351,267,313,False
3000,207,352,253,367,328,True
3000,207,353,360,309,178,True
3000,207,132,355,208,255,False
3000,207,357,320,301,278,True
3000,207,261,361,270,328,False
3000,207,91,362,255,282,False
3000,208,133,45,321,332,False
3000,208,74,206,236,228,True
3000,208,81,296,228,181,True
3000,208,169,103,255,297,False
3000,208,146,108,309,228,True
3000,208,159,93,313,282,True
3000,208,163,80,305,282,True
3000,208,210,164,224,394,False
3000,208,77,166,239,270,False
3000,208,178,131,410,216,True
3000,208,129,256,282,325,False
3000,208,289,273,170,274,False
3000,208,274,301,247,220,True
3000,208,293,285,317,313,True
3000,210,14,112,356,255,True
3000,210,139,17,274,332,False
3000,210,33,66,270,189,True
3000,210,38,48,344,282,True
3000,210,47,316,309,294,True
3000,210,141,50,309,367,False
3000,210,104,51,232,274,False
3000,210,127,56,251,255,False
3000,210,58,259,267,228,True
3000,210,107,63,239,255,False
3000,210,340,72,251,305,False
3000,210,355,79,259,421,False
3000,210,201,94,274,290,False
3000,210,102,167,321,247,True
3000,210,109,173,290,259,True
3000,210,124,157,251,417,False
3000,210,262,166,251,332,False
3000,210,283,191,313,348,False
3000,210,192,84,317,290,True
3000,210,304,193,297,309,False
3000,210,199,188,336,294,True
3000,210,120,202,294,336,False
3000,210,209,275,294,224,True
3000,210,170,211,270,367,False
3000,210,183,220,294,332,False
3000,210,258,326,321,274,True
3000,210,264,208,297,267,True
3000,210,22,269,278,379,False
3000,210,272,217,263,236,True
3000,210,284,154,398,305,True
3000,210,268,291,274,286,False
3000,210,299,187,317,274,True
3000,210,231,300,267,410,False
3000,210,302,319,344,232,True
3000,210,132,309,216,305,False
3000,210,327,222,336,305,True
3000,210,334,364,270,212,True
3000,210,337,147,212,208,True
3000,210,54,341,197,224,False
3000,210,354,342,239,297,False
3000,210,156,343,181,270,False
3000,210,83,353,174,224,False
3000,212,30,285,367,294,True
3000,212,218,31,263,286,False
3000,212,73,78,359,239,True
3000,212,122,149,367,313,True
3000,212,128,131,297,317,False
3000,212,184,191,340,297,True
3000,212,198,19,305,267,True
3000,212,251,284,286,232,True
3000,212,165,252,201,274,False
3000,212,253,282,294,270,True
3000,212,260,70,367,251,True
3000,212,174,293,267,274,False
3000,212,94,323,255,325,False
3000,212,297,335,259,325,False
3000,212,343,310,274,232,True
3000,212,347,92,348,313,True
3000,212,196,360,255,274,False
3000,212,362,160,379,294,True
3000,214,180,4,189,232,False
3000,214,16,161,417,406,True
3000,214,23,344,294,259,True
3000,214,301,24,356,367,False
3000,214,77,53,251,313,False
3000,214,201,55,243,317,False
3000,214,56,38,297,212,True
3000,214,80,74,263,232,True
3000,214,81,168,282,267,True
3000,214,32,85,297,309,False
3000,214,304,91,216,290,False
3000,214,110,99,263,274,False
3000,214,108,276,278,267,True
3000,214,336,116,255,348,False
3000,214,146,96,309,297,True
3000,214,279,157,290,317,False
3000,214,206,163,270,356,False
3000,214,82,169,301,356,False
3000,214,172,269,421,321,True
3000,214,3,175,232,270,False
3000,214,177,134,309,278,True
3000,214,20,179,239,263,False
3000,214,181,143,263,220,True
3000,214,184,252,294,236,True
3000,214,204,229,344,313,True
3000,214,281,219,352,371,False
3000,214,225,145,274,270,True
3000,214,228,60,356,325,True
3000,214,235,243,205,166,True
3000,214,221,236,274,282,False
3000,214,337,244,259,297,False
3000,214,248,103,267,243,True
3000,214,347,251,290,321,False
3000,214,231,274,243,286,False
3000,214,352,286,321,352,False
3000,214,300,249,301,270,True
3000,214,303,295,363,348,True
3000,214,305,41,267,216,True
3000,214,339,338,236,270,False
3000,214,348,214,263,236,True
3000,214,354,52,321,174,True
3000,214,358,176,274,224,True
3000,215,349,12,239,367,False
3000,215,43,232,317,282,True
3000,215,98,47,259,267,False
3000,215,333,50,247,294,False
3000,215,261,69,336,367,False
3000,215,101,61,325,297,True
3000,215,54,102,270,290,False
3000,215,126,86,340,305,True
3000,215,142,135,375,305,True
3000,215,68,153,336,363,False
3000,215,171,75,313,255,True
3000,215,187,84,321,301,True
3000,215,199,97,340,301,True
3000,215,207,40,325,317,True
3000,215,234,208,282,332,False
3000,215,160,223,247,255,False
3000,215,178,245,270,332,False
3000,215,251,184,239,216,True
3000,215,109,259,220,301,False
3000,215,324,263,286,309,False
3000,215,264,314,313,297,True
3000,215,233,290,255,348,False
3000,215,291,268,352,236,True
3000,215,298,192,236,232,True
3000,215,22,299,352,390,False
3000,215,73,312,205,325,False
3000,215,316,173,348,263,True
3000,215,325,317,328,305,True
3000,215,328,331,243,216,True
3000,215,167,340,239,325,False
3000,215,13,350,274,309,False
3000,215,2,361,255,301,False
3000,215,362,147,305,297,True
3000,217,149,14,274,301,False
3000,217,35,117,251,232,True
3000,217,48,38,239,387,False
3000,217,357,44,274,305,False
3000,217,51,102,328,313,True
3000,217,150,59,309,336,False
3000,217,340,72,236,274,False
3000,217,11,104,232,328,False
3000,217,52,120,297,332,False
3000,217,37,121,352,371,False
3000,217,29,125,205,228,False
3000,217,100,148,251,321,False
3000,217,151,49,317,274,True
3000,217,354,166,197,282,False
3000,217,193,187,402,332,True
3000,217,198,19,371,325,True
3000,217,327,211,344,390,False
3000,217,217,170,267,251,True
3000,217,62,243,170,247,False
3000,217,320,247,301,313,False
3000,217,259,291,162,208,False
3000,217,299,298,286,352,False
3000,217,258,302,216,251,False
3000,217,306,321,247,216,True
3000,217,156,310,251,270,False
3000,217,47,316,344,359,False
3000,217,272,319,282,356,False
3000,217,341,90,305,301,True
3000,217,71,363,212,243,False
3000,219,61,2,255,270,False
3000,219,20,4,263,321,False
3000,219,350,12,267,328,False
3000,219,13,349,282,212,True
3000,219,16,180,309,239,True
3000,219,274,24,247,282,False
3000,219,32,305,301,297,True
3000,219,33,355,201,170,True
3000,219,41,145,282,263,True
3000,219,233,43,170,286,False
3000,219,44,247,278,236,True
3000,219,45,210,228,174,True
3000,219,104,51,352,383,False
3000,219,59,148,294,282,True
3000,219,285,63,309,367,False
3000,219,64,75,359,239,True
3000,219,264,68,243,305,False
3000,219,71,35,282,239,True
3000,219,72,341,359,344,True
3000,219,172,77,205,251,False
3000,219,218,80,274,313,False
3000,219,85,3,224,178,True
3000,219,297,96,274,317,False
3000,219,361,101,263,282,False
3000,219,110,55,348,305,True
3000,219,158,111,294,352,False
3000,219,116,31,356,294,True
3000,219,120,307,348,344,True
3000,219,249,122,294,301,False
3000,219,126,125,255,243,True
3000,219,236,128,228,325,False
3000,219,17,139,212,263,False
3000,219,141,10,332,259,True
3000,219,306,151,216,243,False
3000,219,153,314,352,278,True
3000,219,159,289,336,309,True
3000,219,336,163,290,297,False
3000,219,164,133,383,251,True
3000,219,168,338,270,263,True
3000,219,175,344,270,232,True
3000,219,134,178,371,414,False
3000,219,179,161,359,301,True
3000,219,181,204,309,301,True
3000,219,186,185,212,270,False
3000,219,124,188,282,290,False
3000,219,121,198,352,359,False
3000,219,199,254,402,379,True
3000,219,348,201,243,274,False
3000,219,202,38,321,313,True
3000,219,206,74,309,259,True
3000,219,275,209,232,263,False
3000,219,81,214,297,336,False
3000,219,319,217,286,297,False
3000,219,219,351,301,294,True
3000,219,220,129,325,270,True
3000,219,358,221,208,255,False
3000,219,223,73,278,255,True
3000,219,225,23,352,294,True
3000,219,229,60,321,263,True
3000,219,356,230,224,321,False
3000,219,62,235,267,344,False
3000,219,237,288,305,239,True
3000,219,244,30,297,267,True
3000,219,87,250,212,224,False
3000,219,183,256,193,201,False
3000,219,239,260,220,243,False
3000,219,261,118,325,286,True
3000,219,262,265,294,286,True
3000,219,263,208,274,259,True
3000,219,271,238,309,208,True
3000,219,93,273,282,325,False
3000,219,276,146,290,286,True
3000,219,281,182,317,305,True
3000,219,286,282,363,321,True
3000,219,232,290,294,325,False
3000,219,193,298,278,282,False
3000,219,295,300,301,429,False
3000,219,302,211,263,251,True
3000,219,301,303,309,344,False
3000,219,279,308,317,321,False
3000,219,309,79,352,317,True
3000,219,287,312,270,328,False
3000,219,291,316,259,270,False
3000,219,318,310,313,232,True
3000,219,106,323,375,387,False
3000,219,324,234,294,290,True
3000,219,207,328,278,305,False
3000,219,205,329,228,274,False
3000,219,331,40,239,236,True
3000,219,278,333,309,352,False
3000,219,174,337,243,321,False
3000,219,14,343,267,278,False
3000,219,117,363,259,278,False
3000,221,86,29,251,321,False
3000,221,39,160,301,259,True
3000,221,72,51,247,251,False
3000,221,56,360,270,259,True
3000,221,147,78,270,336,False
3000,221,80,206,328,290,True
3000,221,82,352,270,263,True
3000,221,103,248,270,236,True
3000,221,120,202,340,332,True
3000,221,127,196,336,297,True
3000,221,135,143,328,232,True
3000,221,323,141,301,352,False
3000,221,142,228,325,313,True
3000,221,151,44,294,239,True
3000,221,45,159,270,340,False
3000,221,116,163,286,305,False
3000,221,164,273,263,251,True
3000,221,286,169,224,286,False
3000,221,309,220,282,305,False
3000,221,131,226,301,317,False
3000,221,230,250,294,278,True
3000,221,65,235,255,313,False
3000,221,237,262,317,305,True
3000,221,176,245,363,367,False
3000,221,33,256,228,278,False
3000,221,111,260,290,321,False
3000,221,293,107,313,290,True
3000,221,253,296,170,224,False
3000,221,217,302,232,267,False
3000,221,317,157,290,278,True
3000,221,209,318,212,228,False
3000,221,334,83,286,278,True
3000,221,335,108,259,220,True
3000,221,50,339,220,236,False
3000,221,343,139,321,278,True
3000,221,342,353,150,305,False
3000,223,78,362,305,290,True
3000,223,163,80,301,332,False
3000,223,39,91,255,263,False
3000,223,127,334,325,305,True
3000,223,141,230,297,294,True
3000,223,159,164,309,290,True
3000,223,82,169,201,267,False
3000,223,260,237,205,216,False
3000,223,243,65,321,216,True
3000,223,256,220,297,286,True
3000,223,296,103,208,131,True
3000,223,318,343,301,278,True
3000,223,353,56,359,243,True
3000,224,305,23,282,309,False
3000,224,32,145,263,224,True
3000,224,78,91,270,251,True
3000,224,85,175,232,348,False
3000,224,188,97,270,255,True
3000,224,344,225,216,336,False
3000,224,244,107,282,259,True
3000,224,127,353,216,236,False
3000,226,128,178,348,290,True
3000,226,75,171,294,352,False
3000,226,32,175,228,236,False
3000,226,176,236,313,278,True
3000,226,177,131,363,301,True
3000,226,64,188,232,236,False
3000,226,124,199,220,236,False
3000,226,225,23,305,270,True
3000,226,221,226,282,294,False
3000,226,26,254,267,282,False
3000,226,361,261,197,208,False
3000,226,331,2,278,224,True
3000,226,358,134,367,274,True
3000,228,335,20,216,313,False
3000,228,186,29,220,290,False
3000,228,40,328,371,251,True
3000,228,349,43,216,239,False
3000,228,53,77,367,332,True
3000,228,55,201,294,243,True
